category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,sign,Enriched group
Environmental Information Processing,Signal transduction,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),69/1555,214/9577,0.322429907,1.985794994,6.420988909,3.81E-09,3.93E-08,2.51E-08,Pdgfb/Braf/Prkd1/Adcy9/Met/Rac3/Akt3/Flt4/Adcy3/Angpt1/Adcy5/Adcy6/Enah/Pdgfrb/Plce1/Pdgfa/Pik3r3/Pdgfra/Sipa1l3/Fgfr2/Angpt2/Bcar1/Pdgfd/Calml4/Farp2/Ctnnd1/Lpar3/Prkci/Plcb4/Magi1/F2r/Plcb1/Magi3/Tln2/Grin2a/Kdr/Afdn/Prkcg/Fgf23/Itgb2/Raf1/Lcp2/Pgf/Map2k1/Crkl/Vav2/Csf1/Pfn1/Adora2b/Adora2a/Itgb3/Evl/Csf1r/Rassf5/Apbb1ip/Actb/Vasp/Lat/Itgal/Rac2/Vav1/Pik3cd/Plcb2/Thbs1/Rgs14/Rap1b/Prkcb/Skap1/Lpar5,69,yes,Middle
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway - Mus musculus (house mouse),45/1555,118/9577,0.381355932,2.348711101,6.490127964,6.97E-09,6.97E-08,4.45E-08,Akt3/Fos/Dab2ip/Pik3r3/Mmp14/Map2k1/Mlkl/Csf1/Atf6b/Irf1/Tnfaip3/Rhbdf2/Map3k14/Traf3/Ripk1/Ripk3/Tnf/Lta/Frmd8/Il6/Casp8/Ccl20/Traf2/Creb3l1/Vcam1/Nfkb1/Tnfrsf1b/Cxcl1/Casp3/Birc3/Lif/Cxcl10/Ccl5/Ccl12/Ccl2/Cyld/Icam1/Pik3cd/Ifnb1/Adam17/Socs3/Bcl3/Nod2/Cxcl2/Ifi47,45,yes,Middle
Organismal Systems,Immune system,mmu04620,Toll-like receptor signaling pathway - Mus musculus (house mouse),41/1555,104/9577,0.394230769,2.428005194,6.446420404,1.06E-08,1.03E-07,6.55E-08,Akt3/Fos/Pik3r3/Tlr5/Ccl3/Il12b/Map2k1/Cd40/Ccl4/Traf3/Ripk1/Cd86/Tnf/Irf7/Il6/Ly96/Casp8/Stat1/Tlr2/Nfkb1/Spp1/Cxcl9/Irf5/Tyk2/Myd88/Cxcl10/Ccl5/Tlr4/Pik3cd/Stat2/Tlr8/Ikbke/Tlr7/Tlr1/Tlr9/Ifnb1/Tlr6/Ticam2/Irak4/Cxcl11/Cd80,41,yes,Middle
Human Diseases,Infectious disease: viral,mmu05170,Human immunodeficiency virus 1 infection - Mus musculus (house mouse),74/1555,241/9577,0.307053942,1.89109685,6.168349099,1.13E-08,1.07E-07,6.82E-08,Ap1m2/Rac3/Akt3/Fos/Ptk2/Nfatc4/Ddb1/Btrc/Pik3r3/Wee1/Pak3/Calml4/Skp1/Prkcg/Raf1/Cd3g/Calr/Bid/Map2k1/Cd247/Crkl/H2-M3/Cdk1/Ripk1/Cd4/Tapbp/Tap2/Sting1/Tnf/Casp8/Traf2/Pdia3/Nfatc2/Samhd1/Tlr2/Nfkb1/Tnfrsf1b/Limk1/Casp3/Cd3e/Cd3d/Cgas/Myd88/Nfatc1/Rac2/Plcg2/H2-Q4/Tap1/Gngt2/Tlr4/Pik3cd/Ap1g2/Bst2/Ifnb1/Prkcb/Ap1s3/H2-T22/Cfl1/Trim30d/Bak1/Ptk2b/Irak4/H2-Q7/B2m/H2-K1/H2-T23/H2-Q10/H2-Bl/H2-Q6/H2-D1/Ccr5/H2-T10/H2-Q1/H2-Q2,74,yes,Middle
Human Diseases,Infectious disease: viral,mmu05161,Hepatitis B - Mus musculus (house mouse),56/1555,164/9577,0.341463415,2.103019371,6.272735436,1.18E-08,1.08E-07,6.89E-08,Braf/Akt3/Fos/Nfatc4/Ddb1/Pik3r3/Hspg2/Tgfb2/Prkcg/Raf1/Ccne1/Stat6/Tgfb1/Stat5a/Bid/Map2k1/Atf6b/Birc5/Apaf1/Traf3/Map3k1/Ywhaz/Tnf/Jak2/Irf7/Il6/Casp8/Stat1/Ifih1/Creb3l1/Pcna/Nfatc2/Ccna2/Tlr2/Nfkb1/Ccne2/Casp3/Jak3/Tyk2/Myd88/Nfatc1/Egr3/Egr2/Tlr4/Pik3cd/Stat2/Rigi/Ikbke/Ifnb1/Prkcb/Ticam2/Ptk2b/Trp53/Irak4/Grb2/Stat4,56,yes,Middle
Organismal Systems,Immune system,mmu04666,Fc gamma R-mediated phagocytosis - Mus musculus (house mouse),38/1555,94/9577,0.404255319,2.489744818,6.390265044,1.62E-08,1.45E-07,9.25E-08,Akt3/Myo10/Pik3r3/Wasf3/Asap2/Dock1/Prkcg/Raf1/Hck/Map2k1/Crkl/Arpc2/Vav2/Fcgr1/Ncf1/Syk/Prkcd/Inpp5d/Actr3/Ptprc/Fcgr2b/Arpc1b/Limk1/Vasp/Lat/Was/Rac2/Pla2g4c/Vav1/Plcg2/Pik3cd/Arf6/Marcksl1/Prkcb/Cfl1/Fcgr4/Fcgr3/Arpc4,38,yes,Middle
Human Diseases,Immune disease,mmu05320,Autoimmune thyroid disease - Mus musculus (house mouse),33/1555,76/9577,0.434210526,2.674234219,6.451404721,1.75E-08,1.53E-07,9.73E-08,Tshb/Gzmb/H2-M3/Il10/Cd40/Cd86/H2-Oa/Ctla4/Cd28/Cd40lg/H2-Q4/H2-Ea/H2-Aa/Prf1/H2-DMb2/H2-DMa/H2-Ob/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,33,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05142,Chagas disease - Mus musculus (house mouse),40/1555,103/9577,0.388349515,2.391783473,6.252296049,2.63E-08,2.21E-07,1.41E-07,Akt3/Fos/Ppp2r2b/Gna14/Pik3r3/Tgfb2/Plcb4/Plcb1/Ccl3/Cd3g/Tgfb1/Calr/Il12b/Cd247/Il10/Nos2/Ppp2r2a/C3/Tnf/Il6/Casp8/Tlr2/Nfkb1/Cd3e/Cd3d/Myd88/Ccl5/Ccl12/Ccl2/C1qa/C1qc/C1qb/Tlr4/Pik3cd/Plcb2/Tlr9/Ifnb1/Tlr6/Ifng/Irak4,40,yes,Middle
Human Diseases,Cancer: overview,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse),36/1555,88/9577,0.409090909,2.519526454,6.304567729,2.66E-08,2.21E-07,1.41E-07,Akt3/Fos/Pik3r3/Lck/Raf1/Cd3g/Ptpn6/Map2k1/Cd247/Hif1a/Cd4/Nfkbie/Jak2/Cd28/Stat1/Zap70/Pdcd1/Batf3/Rasgrp1/Nfatc2/Tlr2/Nfkb1/Nfkbib/Lat/Cd3e/Cd3d/Myd88/Eml4/Nfatc1/Batf/Tlr4/Batf2/Pik3cd/Tlr9/Ifng/Ticam2,36,yes,Middle
Cellular Processes,Cellular community - eukaryotes,mmu04510,Focal adhesion - Mus musculus (house mouse),64/1555,202/9577,0.316831683,1.951316418,6.016320654,2.99E-08,2.42E-07,1.54E-07,Pdgfb/Braf/Met/Rac3/Akt3/Lama2/Shc2/Flt4/Vcl/Ptk2/Gsk3b/Mylk/Thbs2/Lama3/Pdgfrb/Pdgfa/Tnn/Itga8/Thbs3/Pik3r3/Pdgfra/Parva/Col4a5/Pak3/Bcar1/Pdgfd/Rasgrf1/Tnxb/Itga1/Reln/Tln2/Lamb2/Arhgap35/Dock1/Kdr/Col4a4/Myl9/Ppp1r12b/Prkcg/Col4a3/Raf1/Itgb7/Ppp1cc/Pgf/Map2k1/Crkl/Vav2/Actn1/Fyn/Itgb3/Parvg/Itga4/Spp1/Actb/Vasp/Birc3/Rac2/Vav1/Pik3cd/Thbs1/Ppp1ca/Rap1b/Prkcb/Grb2,64,yes,Middle
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),67/1555,217/9577,0.30875576,1.901578082,5.914407231,4.42E-08,3.49E-07,2.23E-07,Akt3/Fos/Ptk2/Gsk3b/Mib1/Camk2a/Vldlr/Pik3r3/Calml4/Plcb4/Plcb1/Cyp2j6/Ccl3/Il12b/Bid/Cyba/Pou2f2/Vav2/Cybb/Hspa8/Ncf1/Cd40/Apaf1/Eif2s1/Hsp90aa1/Traf3/Hsp90ab1/Tnf/Jak2/Ddit3/Irf7/Il6/Ly96/Casp1/Casp8/Ncf2/Hspa5/Traf2/Nfatc2/Vcam1/Tlr2/Nfkb1/Cxcl1/Cd40lg/Casp3/Myd88/Nlrp3/Nfatc1/Vav1/Ccl5/Ccl12/Ccl2/Icam1/Tlr4/Pik3cd/Plcb2/Ikbke/Ifnb1/Tlr6/Rap1b/Ticam2/Cxcl2/Trp53/Irak4/Tank/Ncf4/Hspa1a,67,yes,Middle
Human Diseases,Infectious disease: viral,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),74/1555,254/9577,0.291338583,1.794308428,5.648642947,1.27E-07,9.83E-07,6.27E-07,Adcy9/Rac3/Akt3/Adcy3/Ptk2/Gsk3b/Adcy5/Adcy6/Nfatc4/Pik3r3/Pdgfra/Bcar1/Calml4/Plcb4/Plcb1/Arhgef12/Prkcg/Raf1/Ccl3/Calr/Bid/Map2k1/Crkl/Atf6b/H2-M3/Ccl4/Gna13/Itgb3/Ripk1/Tapbp/Tap2/Sting1/Tnf/Il6/Ccr1/Casp8/Traf2/Creb3l1/Pdia3/Nfatc2/Nfkb1/Casp3/Il10ra/Cgas/Nfatc1/Rac2/Ccl5/Ccl12/Ccl2/H2-Q4/Tap1/Gngt2/Pik3cd/Ptger4/Plcb2/Ifnb1/Prkcb/H2-T22/Bak1/Ptk2b/Trp53/Grb2/H2-Q7/B2m/H2-K1/H2-T23/H2-Q10/H2-Bl/H2-Q6/H2-D1/Ccr5/H2-T10/H2-Q1/H2-Q2,74,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05132,Salmonella infection - Mus musculus (house mouse),73/1555,252/9577,0.28968254,1.784109121,5.553519386,1.98E-07,1.50E-06,9.56E-07,Akt3/Fos/Dync2li1/Dctn4/Fyco1/Wasf3/Dynlt3/Pak3/Myo6/Dynlrb2/Dync1li2/Skp1/Gcc2/Dync2h1/Myl9/Ahnak/Tlr5/Raf1/Tubb6/Tubb5/Map2k1/Arpc2/M6pr/Mlkl/Cyth1/Elmo2/Cyth4/Pfn1/Cyfip2/Pik3cg/Hsp90aa1/Ripk1/Ripk3/Nckap1l/Gsdmd/Tuba1b/Hsp90ab1/Tnf/Il6/Ly96/Casp1/Casp8/Actr3/Ptprc/Traf2/Kpna4/Tlr2/Nfkb1/Rhoh/Actb/Arpc1b/Casp3/Birc3/Fbxo22/Myd88/Nlrp3/Casp4/Vps18/Tlr4/Nlrc4/Pik3cd/Ripk2/Snx18/Tuba1c/Arf6/Tlr9/Tlr6/Bak1/Tubb2a/Irak4/Rhog/Naip2/Arpc4,73,yes,Middle
Cellular Processes,Cell growth and death,mmu04210,Apoptosis - Mus musculus (house mouse),46/1555,136/9577,0.338235294,2.083137885,5.600929918,3.23E-07,2.39E-06,1.52E-06,Akt3/Fos/Dab2ip/Pik3r3/Sptan1/Raf1/Daxx/Bid/Map2k1/Ctsd/Gzmb/Ctsz/Birc5/Apaf1/Map3k14/Eif2s1/Ripk1/Ctsb/Tuba1b/Tnf/Lmnb1/Ctsw/Ddit3/Casp8/Traf2/Bcl2l11/Ntrk1/Nfkb1/Actb/Ctsc/Casp3/Birc3/Ctsh/Prf1/Mcl1/Ctss/Pik3cd/Tuba1c/Bak1/Trp53/Lmnb2/Csf2rb/Csf2rb2/Bcl2a1b/Bcl2a1d/Bcl2a1a,46,yes,Middle
Organismal Systems,Immune system,mmu04625,C-type lectin receptor signaling pathway - Mus musculus (house mouse),40/1555,112/9577,0.357142857,2.199586587,5.622069886,3.75E-07,2.71E-06,1.73E-06,Akt3/Nfatc4/Pik3r3/Calml4/Arhgef12/Raf1/Relb/Il12b/Il10/Lsp1/Irf1/Map3k14/Syk/Prkcd/Cblb/Clec4n/Tnf/Nfkb2/Il6/Casp1/Casp8/Stat1/Nfatc2/Nfkb1/Bcl10/Clec4e/Ccl22/Malt1/Nlrp3/Nfatc1/Egr3/Plcg2/Cyld/Egr2/Pik3cd/Stat2/Ikbke/Bcl3/Fcer1g/Clec7a,40,yes,Middle
Human Diseases,Infectious disease: viral,mmu05165,Human papillomavirus infection - Mus musculus (house mouse),94/1555,359/9577,0.26183844,1.612621698,5.208794022,6.72E-07,4.76E-06,3.04E-06,Apc/Atp6v1b1/Wnt3a/Wnt11/Rbpjl/Akt3/Lama2/Pals1/Fzd6/Ptk2/Gsk3b/Wnt10b/Thbs2/Lama3/Ppp2r2b/Pdgfrb/Tnn/Itga8/Notch1/Wnt2b/Thbs3/Pik3r3/Wnt7a/Col4a5/Maml2/Tnxb/Fzd8/Prkci/Notch3/Hey1/Itga1/Reln/Ppp2r3a/Magi1/Fzd2/Lamb2/Maml3/Patj/Col4a4/Col4a3/Mx1/Raf1/Itgb7/Tcirg1/Ccne1/Map2k1/H2-M3/Irf1/Psen1/Itgb3/Traf3/Ppp2r2a/Mx2/Eif2ak2/Atp6v0c/Axin1/Tnf/Casp8/Stat1/Itga4/Creb3l1/Rbl1/Ccna2/Nfkb1/Ccne2/Spp1/Oasl2/Lfng/Casp3/Tyk2/Isg15/H2-Q4/Atp6v0a2/Pik3cd/Ptger4/Stat2/Thbs1/Oasl1/Ikbke/Ifnb1/H2-T22/Bak1/Trp53/Grb2/H2-Q7/H2-K1/H2-T23/H2-Q10/H2-Bl/H2-Q6/H2-D1/H2-T10/H2-Q1/H2-Q2,94,yes,Middle
Organismal Systems,Immune system,mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),41/1555,119/9577,0.344537815,2.121954119,5.422066751,8.08E-07,5.61E-06,3.58E-06,Pecam1/Vcl/Cldn1/Ptk2/Pik3r3/Cdh5/Bcar1/Cldn18/Ctnnd1/Cldn8/Arhgap35/Ctnna3/Myl9/Afdn/Prkcg/Itgb2/Cyba/Vav2/Actn1/Cybb/Ncf1/Itk/Rassf5/Ncf2/Itga4/Vcam1/Rhoh/Actb/Vasp/Itgal/Thy1/Rac2/Vav1/Plcg2/Icam1/Pik3cd/Rap1b/Prkcb/Txk/Ptk2b/Ncf4,41,yes,Middle
Human Diseases,Immune disease,mmu05310,Asthma - Mus musculus (house mouse),15/1555,25/9577,0.6,3.695305466,5.940825227,8.68E-07,5.90E-06,3.77E-06,Il10/Cd40/H2-Oa/Tnf/Cd40lg/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/H2-Ob/Fcer1g/H2-Eb1/H2-Eb2/H2-Ab1/H2-DMb1,15,yes,Middle
Cellular Processes,Cell motility,mmu04810,Regulation of actin cytoskeleton - Mus musculus (house mouse),67/1555,234/9577,0.286324786,1.763429247,5.205344586,9.99E-07,6.66E-06,4.25E-06,Pdgfb/Braf/Apc/Rac3/Myh11/Akt3/Myh10/Vcl/C6/Ptk2/Mylk/Enah/Pdgfrb/Fgd1/Pdgfa/Itga8/Abi2/Pik3r3/Pdgfra/Myh14/Fgfr2/Pak3/Arhgef7/Bcar1/Pdgfd/Itga1/Chrm2/F2r/Arhgap35/Dock1/Arhgef12/Myl9/Ppp1r12b/Fgf23/Itgb2/Raf1/Itgb7/Ppp1cc/Map2k1/Insrr/Crkl/Arpc2/Vav2/Actn1/Pfn1/Cyfip2/Gna13/Itgb3/Cyrib/Nckap1l/Actr3/Pip4k2a/Itga4/Actb/Arpc1b/Limk1/Itgax/Itgal/Rac2/Vav1/Fgd3/Pik3cd/Ppp1ca/Ssh1/Cfl1/Lpar5/Arpc4,67,yes,Middle
Organismal Systems,Immune system,mmu04623,Cytosolic DNA-sensing pathway - Mus musculus (house mouse),31/1555,82/9577,0.37804878,2.328342875,5.318455978,1.90E-06,1.24E-05,7.90E-06,Dnase2b/Mlkl/Ccl4/Ripk1/Ddx41/Ripk3/Mefv/Gsdmd/Sting1/Irf7/Il6/Casp1/Casp8/Ifi202b/Zbp1/Samhd1/Adar/Polr3c/Nfkb1/Nfkbib/Casp3/Cgas/Nlrp3/Cxcl10/Ccl5/Aim2/Rigi/Ikbke/Ifnb1/Trex1/Ifi204,31,yes,Middle
Organismal Systems,Immune system,mmu04621,NOD-like receptor signaling pathway - Mus musculus (house mouse),62/1555,216/9577,0.287037037,1.767815887,5.025031439,2.30E-06,1.48E-05,9.42E-06,Erbin/Antxr2/Antxr1/Plcb4/Plcb1/Cyba/Trpm2/Cybb/Trpv2/Tnfaip3/Nampt/Hsp90aa1/Traf3/Ripk1/Ctsb/Prkcd/Ripk3/Mefv/Gsdmd/Hsp90ab1/Sting1/Tnf/Irf7/Il6/Casp1/Casp8/Stat1/Traf2/Nfkb1/Gbp2/Cxcl1/Oas1b/Nfkbib/Birc3/Tyk2/Pstpip1/Myd88/Oas3/Oas2/Nlrp3/Casp4/Ccl5/Ccl12/Ccl2/Aim2/Atg5/Tlr4/Nlrc4/Stat2/Plcb2/Ripk2/Ikbke/Irgm1/Rnf31/Ifnb1/Nod2/Cxcl2/Irak4/Tank/Ifi204/Naip2/Gbp5,62,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05146,Amoebiasis - Mus musculus (house mouse),37/1555,108/9577,0.342592593,2.1099738,5.107266073,3.21E-06,2.02E-05,1.29E-05,Lama2/Vcl/Ptk2/Lama3/Gna14/Pik3r3/Col4a5/Tgfb2/Plcb4/Cd1d2/Plcb1/Lamb2/Col4a4/Prkcg/Col4a3/Itgb2/Tgfb1/Il12b/Actn1/Il10/Arg1/Nos2/Arg2/Serpinb9b/Tnf/Il6/Tlr2/Nfkb1/Cxcl1/Casp3/Tlr4/Pik3cd/Plcb2/Serpinb9/Prkcb/Ifng/Cxcl2,37,yes,Middle
Organismal Systems,Nervous system,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),40/1555,121/9577,0.330578512,2.035980973,5.049015096,3.59E-06,2.22E-05,1.42E-05,Braf/Akt3/Shc2/Gsk3b/Rps6ka2/Camk2a/Rps6ka6/Abl1/Pik3r3/Trp73/Calml4/Kidins220/Ntf3/Irs1/Sort1/Ntf5/Raf1/Rps6ka1/Matk/Map2k1/Crkl/Psen2/Psen1/Irak3/Map3k1/Prkcd/Nfkbie/Arhgdia/Ntrk1/Nfkb1/Arhgdib/Nfkbib/Plcg2/Camk4/Pik3cd/Ripk2/Rap1b/Trp53/Irak4/Grb2,40,yes,Middle
Organismal Systems,Immune system,mmu04611,Platelet activation - Mus musculus (house mouse),40/1555,126/9577,0.317460317,1.955188077,4.751724147,1.09E-05,6.63E-05,4.23E-05,Adcy9/Akt3/Adcy3/Mylk/Adcy5/Adcy6/Pik3r3/Prkci/Plcb4/Gucy1a2/F2r/Plcb1/Tln2/Prkg1/Arhgap35/Arhgef12/Lcp2/Ppp1cc/Fyn/Pik3cg/Gna13/Itgb3/Pik3r5/Syk/Fermt3/Apbb1ip/Rasgrp1/Actb/Tbxas1/Vasp/Btk/Pla2g4c/Plcg2/P2ry12/Pik3cd/Plcb2/Ppp1ca/Rap1b/Fcer1g/Fcgr3,40,yes,Middle
Organismal Systems,Immune system,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),32/1555,93/9577,0.344086022,2.119171594,4.774834429,1.32E-05,7.74E-05,4.94E-05,Fos/Gsk3b/Il17re/Il17ra/Fosb/Traf4/Tnfaip3/Hsp90aa1/Traf3/Usp25/Hsp90ab1/Tnf/Fosl1/Il6/Il17a/Casp8/Ccl20/Lcn2/Traf2/Nfkb1/Cxcl1/Casp3/Cxcl10/Ccl12/Ccl7/Ccl2/Elavl1/Ikbke/Mapk6/Mmp13/Ifng/Cxcl2,32,yes,Middle
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),77/1555,299/9577,0.257525084,1.586056415,4.53277092,1.32E-05,7.74E-05,4.94E-05,Pdgfb/Braf/Map3k11/Map3k20/Met/Taok1/Rac3/Akt3/Flt4/Fos/Rasgrf2/Angpt1/Map3k12/Rps6ka2/Pdgfrb/Rps6ka6/Pdgfa/Mapk8ip1/Mecom/Pdgfra/Fgfr2/Angpt2/Pdgfd/Rasgrf1/Tgfb2/Nrtn/Cacna2d1/Ntf3/Cacna1c/Taok2/Kdr/Cacng7/Ntf5/Prkcg/Fgf23/Raf1/Daxx/Tgfb1/Relb/Rps6ka1/Pgf/Map2k1/Crkl/Csf1/Hspa8/Map3k14/Map3k1/Tnf/Csf1r/Nfkb2/Ddit3/Traf2/Rasgrp1/Dusp2/Ntrk1/Nfkb1/Areg/Ptpn7/Casp3/Rasa2/Myd88/Nfatc1/Rac2/Pla2g4c/Dusp5/Map4k1/Flt3/Rap1b/Prkcb/Cacng8/Max/Trp53/Irak4/Grb2/Arrb2/Taok3/Hspa1a,77,yes,Middle
Human Diseases,Infectious disease: viral,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),61/1555,223/9577,0.273542601,1.684705781,4.554845808,1.48E-05,8.47E-05,5.40E-05,Pdgfb/Akt3/Fos/Gsk3b/Nfatc4/Pik3r3/Angpt2/Calml4/Raf1/Hck/Bid/Map2k1/H2-M3/Pik3cg/Pik3r5/Hif1a/Traf3/Syk/Cd86/Eif2ak2/C3/Jak2/Irf7/Il6/Ccr1/Casp8/Stat1/Traf2/Nfatc2/Nfkb1/Cxcl1/Casp3/Tyk2/Nfatc1/Plcg2/H2-Q4/Icam1/Gngt2/Prex1/Pik3cd/Stat2/Ccr8/Ikbke/Ccr4/Ifnb1/H2-T22/Bak1/Cxcl2/Trp53/H2-Q7/H2-K1/Cd200r4/H2-T23/H2-Q10/H2-Bl/H2-Q6/H2-D1/Ccr5/H2-T10/H2-Q1/H2-Q2,61,yes,Middle
Cellular Processes,Transport and catabolism,mmu04148,Efferocytosis - Mus musculus (house mouse),48/1555,163/9577,0.294478528,1.813646855,4.612735918,1.49E-05,8.47E-05,5.40E-05,Pecam1/Ptk2/Nfatc4/Camk2a/Tyro3/Atp11a/Bcar1/Xkr4/Pbx1/Ano5/Gulp1/Dock1/Ano3/Tgfb1/Calr/Ptpn6/Map2k1/Crkl/Il10/Arg1/Havcr2/Itgb3/Hif1a/Arg2/Gpr132/Jak2/Casp1/Dusp2/Nfatc2/Slc2a1/Casp3/Nfatc1/Vps18/Dusp5/P2ry12/C1qa/C1qc/C1qb/Sirpa/Ptger4/Thbs1/Havcr1/P2ry6/Ch25h/Adam17/Timd4/Sirpb1c/Sirpb1a,48,yes,Middle
Environmental Information Processing,Signal transduction,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),90/1555,367/9577,0.245231608,1.510342834,4.38915759,2.05E-05,0.000114167,7.28E-05,Pdgfb/Met/Akt3/Lama2/Flt4/Angpt1/Ptk2/Gsk3b/Thbs2/Lama3/Ppp2r2b/Pdgfrb/Pdgfa/Tnn/Itga8/Thbs3/Prkaa2/Pik3r3/Pdgfra/Fgfr2/Col4a5/Angpt2/Pdgfd/Tnxb/Lpar3/Nrtn/Il7/Itga1/Reln/Ppp2r3a/Magi1/Chrm2/F2r/Ntf3/Lamb2/Irs1/Kdr/Col4a4/Ntf5/Col4a3/Fgf23/Raf1/Itgb7/Ccne1/Il7r/Pgf/Map2k1/Csf1/Atf6b/Brca1/Ywhah/Cdc37/Pik3cg/Itgb3/Pik3r5/Hsp90aa1/Syk/Ppp2r2a/Ywhaz/Hsp90ab1/Csf1r/Jak2/Pik3ap1/Il6/Il2ra/Itga4/Creb3l1/Bcl2l11/Tlr2/Ntrk1/Eif4e/Nfkb1/Ccne2/Spp1/Areg/Cd19/Il2rg/Jak3/Mcl1/Gngt2/Tlr4/Pik3cd/Thbs1/Flt3/Ifnb1/Osm/Trp53/Grb2/Lpar5/Il2rb,90,yes,Middle
Environmental Information Processing,Signal transduction,mmu04630,JAK-STAT signaling pathway - Mus musculus (house mouse),49/1555,171/9577,0.286549708,1.764814501,4.44291105,2.72E-05,0.000149351,9.53E-05,Pdgfb/Akt3/Pdgfrb/Pdgfa/Pik3r3/Pdgfra/Il7/Lepr/Ifnlr1/Aox1/Aox3/Raf1/Il12rb1/Stat6/Il7r/Stat5a/Ptpn6/Il12b/Il27ra/Il10/Il12rb2/Pim1/Ptpn2/Jak2/Il6/Stat1/Il2ra/Il21/Il21r/Il13ra2/Il2rg/Jak3/Il10ra/Tyk2/Lif/Socs1/Mcl1/Pik3cd/Stat2/Il27/Ifnb1/Socs3/Ifng/Osm/Grb2/Stat4/Il2rb/Csf2rb/Csf2rb2,49,yes,Middle
Environmental Information Processing,Signal transduction,mmu04390,Hippo signaling pathway - Mus musculus (house mouse),46/1555,158/9577,0.291139241,1.793080711,4.425470694,3.07E-05,0.000165841,0.000105768,Apc/Mob1b/Wnt3a/Wnt11/Wwc1/Ccn2/Pals1/Dlg5/Bmpr1a/Bmp4/Fzd6/Snai2/Gsk3b/Wnt10b/Ppp2r2b/Btrc/Trp53bp2/Wwtr1/Wnt2b/Trp73/Wnt7a/Bmp5/Fzd8/Prkci/Tgfb2/Amot/Fzd2/Bmpr1b/Tead1/Ctnna3/Patj/Crb1/Itgb2/Tgfb1/Ppp1cc/Birc5/Ywhah/Ppp2r2a/Ywhaz/Axin1/Limd1/Areg/Actb/Birc3/Ppp1ca/Mob1a,46,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05144,Malaria - Mus musculus (house mouse),27/1555,77/9577,0.350649351,2.159594104,4.497855457,4.19E-05,0.000222596,0.000141965,Met/Pecam1/Sdc2/Thbs2/Thbs3/Tgfb2/Itgb2/Tgfb1/Il10/Cd40/Tnf/Il6/Vcam1/Tlr2/Klrk1/Klra2/Itgal/Cd40lg/Myd88/Klra9/Ccl12/Ccl2/Icam1/Tlr4/Thbs1/Tlr9/Ifng,27,yes,Middle
Human Diseases,Infectious disease: viral,mmu05160,Hepatitis C - Mus musculus (house mouse),47/1555,167/9577,0.281437126,1.733326915,4.208981197,6.46E-05,0.000333616,0.00021277,Braf/Akt3/Cldn1/Gsk3b/Ppp2r2b/Pik3r3/Cldn18/Cldn8/Mx1/Raf1/Bid/Map2k1/Ywhah/Apaf1/Rsad2/Eif2s1/Traf3/Ripk1/Ppp2r2a/Ywhaz/Mx2/Eif2ak2/Tnf/Irf7/Casp8/Stat1/Traf2/Nfkb1/Oas1b/Casp3/Tyk2/Oas3/Oas2/Ifit1/Cxcl10/Pik3cd/Stat2/Rigi/Ikbke/Ifnb1/Socs3/Ifng/Bak1/Trp53/Grb2/Psme3/Ifit1bl1,47,yes,Middle
Organismal Systems,Development and regeneration,mmu04360,Axon guidance - Mus musculus (house mouse),50/1555,181/9577,0.276243094,1.701337692,4.193830748,6.48E-05,0.000333616,0.00021277,Shh/Met/Rac3/Unc5b/Ptch1/Sema3g/Ptk2/Gsk3b/Enah/Nfatc4/Camk2a/Nrp1/Epha4/Abl1/Sema6d/Trpc3/Pik3r3/Sema3a/Ablim2/Epha1/Plxna1/Pak3/Slit2/Trpc6/Trpc1/Sema3d/Bmpr1b/Robo2/Plxnb1/Slit3/Sema3b/Arhgef12/Rgs3/Sema3e/Myl9/Ntn3/Raf1/Fyn/Sema4d/Nfatc2/Sema4a/Limk1/Rac2/Plcg2/Pik3cd/Ssh1/Lrrc4/Rnd1/Cfl1/Plxnc1,50,yes,Middle
